area_name,time_period,year,quarter,predicted_classification_glm,pred_housing_stress_score,cluster_label,dominant_model_driver,pred_rent_level,pred_arrears_90d_rate,rent_growth,population_growth,housing_completions
Carlow,2018Q1,2018,1,Stable,42.8,High pressure growth areas,limited housing supply,1046.0,0.198,7.2,1.2,855
Carlow,2018Q2,2018,2,Stable,42.5,High pressure growth areas,limited housing supply,1084.0,0.183,5.7,1.2,855
Carlow,2018Q3,2018,3,Stable,43.9,High pressure growth areas,limited housing supply,961.0,0.202,7.2,1.2,855
Carlow,2018Q4,2018,4,Stable,44.2,High pressure growth areas,limited housing supply,915.0,0.198,6.6,1.2,855
Carlow,2019Q1,2019,1,Stable,41.8,High pressure growth areas,population growth,1023.0,0.2,6.5,1.9,855
Carlow,2019Q2,2019,2,Stable,42.6,High pressure growth areas,population growth,941.0,0.211,7.7,1.9,855
Carlow,2019Q3,2019,3,Stable,42.2,High pressure growth areas,population growth,923.0,0.209,7.2,1.9,855
Carlow,2019Q4,2019,4,Stable,42.0,High pressure growth areas,population growth,882.0,0.204,6.4,1.9,855
Carlow,2020Q1,2020,1,Stable,44.7,High pressure growth areas,rent growth,940.0,0.222,6.7,1.0,855
Carlow,2020Q2,2020,2,Stable,44.7,High pressure growth areas,rent growth,916.0,0.22,5.8,1.0,855
Carlow,2020Q3,2020,3,Stable,44.4,High pressure growth areas,rent growth,903.0,0.217,4.4,1.0,855
Carlow,2020Q4,2020,4,Stable,44.3,High pressure growth areas,rent growth,924.0,0.196,4.5,1.0,855
Carlow,2021Q1,2021,1,Stable,43.1,High pressure growth areas,rent growth,777.0,0.185,5.1,1.3,339
Carlow,2021Q2,2021,2,Stable,42.8,High pressure growth areas,population growth,838.0,0.174,5.2,1.3,391
Carlow,2021Q3,2021,3,Stable,42.7,High pressure growth areas,population growth,872.0,0.157,6.1,1.3,365
Carlow,2021Q4,2021,4,Stable,42.8,High pressure growth areas,population growth,1005.0,0.142,6.6,1.3,494
Carlow,2022Q1,2022,1,Stable,43.0,High pressure growth areas,limited housing supply,1207.0,0.131,7.0,2.1,484
Carlow,2022Q2,2022,2,Stable,42.9,High pressure growth areas,limited housing supply,1202.0,0.138,8.3,2.1,596
Carlow,2022Q3,2022,3,Stable,43.3,High pressure growth areas,limited housing supply,1091.0,0.147,10.0,2.1,581
Carlow,2022Q4,2022,4,Stable,43.4,High pressure growth areas,limited housing supply,1037.0,0.151,10.9,2.1,648
Carlow,2023Q1,2023,1,Stable,41.7,High pressure growth areas,limited housing supply,1133.0,0.152,8.5,1.9,580
Carlow,2023Q2,2023,2,Stable,41.7,High pressure growth areas,limited housing supply,1036.0,0.16,8.6,1.9,567
Carlow,2023Q3,2023,3,Stable,41.8,High pressure growth areas,limited housing supply,1077.0,0.158,8.5,1.9,659
Carlow,2023Q4,2023,4,Stable,41.8,High pressure growth areas,limited housing supply,1187.0,0.138,8.1,1.9,726
Carlow,2024Q1,2024,1,Stable,42.5,High pressure growth areas,limited housing supply,1174.0,0.14,9.0,1.4,511
Carlow,2024Q2,2024,2,Stable,42.3,High pressure growth areas,limited housing supply,1190.0,0.135,8.3,1.4,530
Carlow,2024Q3,2024,3,Stable,42.1,High pressure growth areas,limited housing supply,1302.0,0.132,9.0,1.4,694
Carlow,2024Q4,2024,4,Stable,42.0,High pressure growth areas,limited housing supply,1213.0,0.127,9.7,1.4,618
Carlow,2025Q1,2025,1,Stable,36.0,High pressure growth areas,population growth,1344.0,0.121,9.5,2.2,524
Carlow,2025Q2,2025,2,Stable,36.8,High pressure growth areas,population growth,1408.0,0.126,11.1,2.2,720
Carlow,2025Q3,2025,3,Stable,38.3,High pressure growth areas,rent growth,1329.0,0.13,12.4,2.2,718
Cavan,2018Q1,2018,1,Lower pressure,19.6,Stressed low-supply markets,limited housing supply,959.0,0.185,5.3,1.3,583
Cavan,2018Q2,2018,2,Lower pressure,19.7,Stressed low-supply markets,limited housing supply,955.0,0.178,5.1,1.3,583
Cavan,2018Q3,2018,3,Lower pressure,20.1,Stressed low-supply markets,limited housing supply,889.0,0.187,5.1,1.3,583
Cavan,2018Q4,2018,4,Lower pressure,21.1,Stressed low-supply markets,limited housing supply,793.0,0.197,6.6,1.3,583
Cavan,2019Q1,2019,1,Lower pressure,22.7,Stressed low-supply markets,limited housing supply,810.0,0.223,7.3,0.9,583
Cavan,2019Q2,2019,2,Lower pressure,22.9,Stressed low-supply markets,limited housing supply,770.0,0.227,7.5,0.9,583
Cavan,2019Q3,2019,3,Lower pressure,23.3,Stressed low-supply markets,limited housing supply,714.0,0.238,8.8,0.9,583
Cavan,2019Q4,2019,4,Lower pressure,23.1,Stressed low-supply markets,limited housing supply,681.0,0.234,8.1,0.9,583
Cavan,2020Q1,2020,1,Lower pressure,23.1,Stressed low-supply markets,rent growth,768.0,0.238,7.2,0.4,583
Cavan,2020Q2,2020,2,Lower pressure,23.0,Stressed low-supply markets,rent growth,749.0,0.236,6.3,0.4,583
Cavan,2020Q3,2020,3,Lower pressure,22.4,Stressed low-supply markets,limited housing supply,760.0,0.225,3.9,0.4,583
Cavan,2020Q4,2020,4,Lower pressure,21.4,Stressed low-supply markets,limited housing supply,832.0,0.189,1.9,0.4,583
Cavan,2021Q1,2021,1,Lower pressure,20.0,Stressed low-supply markets,limited housing supply,743.0,0.166,1.3,1.1,231
Cavan,2021Q2,2021,2,Lower pressure,20.0,Stressed low-supply markets,limited housing supply,785.0,0.159,2.1,1.1,266
Cavan,2021Q3,2021,3,Lower pressure,19.8,Stressed low-supply markets,limited housing supply,819.0,0.143,3.0,1.1,249
Cavan,2021Q4,2021,4,Lower pressure,20.2,Stressed low-supply markets,arrears risk,900.0,0.136,5.0,1.1,337
Cavan,2022Q1,2022,1,Lower pressure,22.3,Stressed low-supply markets,arrears risk,957.0,0.146,8.3,1.4,330
Cavan,2022Q2,2022,2,Lower pressure,22.3,Stressed low-supply markets,limited housing supply,932.0,0.157,10.3,1.4,406
Cavan,2022Q3,2022,3,Lower pressure,22.8,Stressed low-supply markets,limited housing supply,824.0,0.172,12.8,1.4,396
Cavan,2022Q4,2022,4,Lower pressure,24.1,Stressed low-supply markets,rent growth,721.0,0.194,16.4,1.4,441
Cavan,2023Q1,2023,1,Lower pressure,22.8,Stressed low-supply markets,rent growth,840.0,0.18,12.9,1.7,396
Cavan,2023Q2,2023,2,Lower pressure,23.1,Stressed low-supply markets,limited housing supply,768.0,0.189,13.1,1.7,387
Cavan,2023Q3,2023,3,Lower pressure,23.3,Stressed low-supply markets,limited housing supply,811.0,0.184,12.4,1.7,449
Cavan,2023Q4,2023,4,Lower pressure,23.0,Stressed low-supply markets,limited housing supply,925.0,0.154,10.9,1.7,495
Cavan,2024Q1,2024,1,Lower pressure,22.7,Stressed low-supply markets,limited housing supply,846.0,0.17,15.0,1.6,348
Cavan,2024Q2,2024,2,Lower pressure,22.2,Stressed low-supply markets,limited housing supply,865.0,0.162,14.1,1.6,362
Cavan,2024Q3,2024,3,Lower pressure,20.8,Stressed low-supply markets,limited housing supply,999.0,0.15,13.0,1.6,473
Cavan,2024Q4,2024,4,Lower pressure,20.4,Stressed low-supply markets,limited housing supply,953.0,0.14,12.9,1.6,421
Cavan,2025Q1,2025,1,Lower pressure,19.1,Stressed low-supply markets,limited housing supply,1026.0,0.141,10.7,0.7,357
Cavan,2025Q2,2025,2,Lower pressure,19.4,Stressed low-supply markets,limited housing supply,1118.0,0.141,10.9,0.7,490
Cavan,2025Q3,2025,3,Lower pressure,20.7,Stressed low-supply markets,limited housing supply,1095.0,0.14,11.1,0.7,489
Clare,2018Q1,2018,1,Stable,25.5,High pressure growth areas,population growth,987.0,0.187,7.5,2.1,666
Clare,2018Q2,2018,2,Stable,25.9,High pressure growth areas,population growth,965.0,0.184,8.0,2.1,666
Clare,2018Q3,2018,3,Stable,26.0,High pressure growth areas,population growth,920.0,0.188,7.2,2.1,666
Clare,2018Q4,2018,4,Stable,26.0,High pressure growth areas,population growth,892.0,0.181,5.9,2.1,666
Clare,2019Q1,2019,1,Stable,30.0,High pressure growth areas,limited housing supply,875.0,0.217,6.5,0.9,666
Clare,2019Q2,2019,2,Stable,30.1,High pressure growth areas,limited housing supply,836.0,0.219,6.6,0.9,666
Clare,2019Q3,2019,3,Stable,29.7,High pressure growth areas,limited housing supply,824.0,0.216,5.9,0.9,666
Clare,2019Q4,2019,4,Stable,30.4,High pressure growth areas,limited housing supply,739.0,0.226,7.1,0.9,666
Clare,2020Q1,2020,1,Stable,28.7,High pressure growth areas,limited housing supply,879.0,0.216,5.6,0.9,666
Clare,2020Q2,2020,2,Stable,28.4,High pressure growth areas,limited housing supply,873.0,0.209,4.0,0.9,666
Clare,2020Q3,2020,3,Stable,28.2,High pressure growth areas,limited housing supply,854.0,0.207,2.8,0.9,666
Clare,2020Q4,2020,4,Stable,27.8,High pressure growth areas,limited housing supply,896.0,0.183,2.2,0.9,666
Clare,2021Q1,2021,1,Stable,30.5,High pressure growth areas,limited housing supply,712.0,0.186,2.9,0.3,264
Clare,2021Q2,2021,2,Stable,30.7,High pressure growth areas,limited housing supply,740.0,0.182,4.2,0.3,304
Clare,2021Q3,2021,3,Stable,30.9,High pressure growth areas,limited housing supply,753.0,0.168,5.8,0.3,285
Clare,2021Q4,2021,4,Stable,31.3,High pressure growth areas,limited housing supply,842.0,0.157,7.3,0.3,385
Clare,2022Q1,2022,1,Stable,27.0,High pressure growth areas,population growth,1051.0,0.137,9.0,2.5,378
Clare,2022Q2,2022,2,Stable,25.8,High pressure growth areas,population growth,1118.0,0.134,8.2,2.5,465
Clare,2022Q3,2022,3,Stable,26.0,High pressure growth areas,population growth,1012.0,0.143,10.0,2.5,453
Clare,2022Q4,2022,4,Stable,26.0,High pressure growth areas,population growth,972.0,0.146,10.5,2.5,505
Clare,2023Q1,2023,1,Lower pressure,24.7,High pressure growth areas,population growth,1098.0,0.14,8.2,2.9,452
Clare,2023Q2,2023,2,Stable,25.4,High pressure growth areas,population growth,970.0,0.152,9.4,2.9,442
Clare,2023Q3,2023,3,Stable,25.8,High pressure growth areas,population growth,1005.0,0.151,9.4,2.9,513
Clare,2023Q4,2023,4,Stable,26.7,High pressure growth areas,population growth,1039.0,0.141,11.0,2.9,566
Clare,2024Q1,2024,1,Stable,26.7,High pressure growth areas,limited housing supply,994.0,0.149,13.1,2.4,398
Clare,2024Q2,2024,2,Stable,26.4,High pressure growth areas,limited housing supply,1001.0,0.144,12.7,2.4,413
Clare,2024Q3,2024,3,Stable,25.6,High pressure growth areas,limited housing supply,1118.0,0.139,12.7,2.4,541
Clare,2024Q4,2024,4,Lower pressure,24.3,High pressure growth areas,limited housing supply,1142.0,0.12,10.4,2.4,482
Clare,2025Q1,2025,1,Lower pressure,24.9,High pressure growth areas,limited housing supply,1199.0,0.126,7.5,0.8,408
Clare,2025Q2,2025,2,Stable,25.2,High pressure growth areas,limited housing supply,1301.0,0.126,7.9,0.8,561
Clare,2025Q3,2025,3,Stable,26.1,High pressure growth areas,limited housing supply,1308.0,0.122,7.2,0.8,559
Cork,2018Q1,2018,1,Watchlist,46.0,High pressure growth areas,limited housing supply,1033.0,0.204,8.1,1.2,892
Cork,2018Q2,2018,2,Watchlist,45.8,High pressure growth areas,arrears risk,1068.0,0.189,6.7,1.2,892
Cork,2018Q3,2018,3,Watchlist,46.1,High pressure growth areas,arrears risk,1015.0,0.194,6.0,1.2,892
Cork,2018Q4,2018,4,Watchlist,46.5,High pressure growth areas,arrears risk,964.0,0.19,5.4,1.2,892
Cork,2019Q1,2019,1,Watchlist,46.6,High pressure growth areas,arrears risk,1040.0,0.203,5.0,1.1,892
Cork,2019Q2,2019,2,Watchlist,46.8,High pressure growth areas,arrears risk,992.0,0.205,5.1,1.1,892
Cork,2019Q3,2019,3,Watchlist,46.6,High pressure growth areas,arrears risk,966.0,0.205,4.8,1.1,892
Cork,2019Q4,2019,4,Watchlist,47.0,High pressure growth areas,limited housing supply,892.0,0.207,5.1,1.1,892
Cork,2020Q1,2020,1,Stable,43.8,High pressure growth areas,population growth,1076.0,0.193,4.2,1.7,892
Cork,2020Q2,2020,2,Stable,44.0,High pressure growth areas,population growth,1037.0,0.194,3.7,1.7,892
Cork,2020Q3,2020,3,Stable,44.2,High pressure growth areas,population growth,987.0,0.198,3.4,1.7,892
Cork,2020Q4,2020,4,Stable,43.8,High pressure growth areas,population growth,1028.0,0.176,3.0,1.7,892
Cork,2021Q1,2021,1,Watchlist,47.6,High pressure growth areas,limited housing supply,803.0,0.184,3.0,0.5,354
Cork,2021Q2,2021,2,Watchlist,47.6,High pressure growth areas,limited housing supply,853.0,0.176,3.6,0.5,408
Cork,2021Q3,2021,3,Watchlist,47.2,High pressure growth areas,limited housing supply,904.0,0.155,3.9,0.5,381
Cork,2021Q4,2021,4,Watchlist,47.3,High pressure growth areas,limited housing supply,1044.0,0.14,4.3,0.5,515
Cork,2022Q1,2022,1,Watchlist,45.4,High pressure growth areas,limited housing supply,1287.0,0.125,5.3,2.0,506
Cork,2022Q2,2022,2,Stable,44.6,High pressure growth areas,limited housing supply,1339.0,0.125,5.2,2.0,623
Cork,2022Q3,2022,3,Stable,44.6,High pressure growth areas,limited housing supply,1248.0,0.13,6.0,2.0,606
Cork,2022Q4,2022,4,Stable,44.2,High pressure growth areas,limited housing supply,1216.0,0.13,6.1,2.0,676
Cork,2023Q1,2023,1,Stable,43.8,High pressure growth areas,limited housing supply,1265.0,0.138,4.8,1.6,606
Cork,2023Q2,2023,2,Stable,44.2,High pressure growth areas,limited housing supply,1122.0,0.15,5.9,1.6,592
Cork,2023Q3,2023,3,Stable,44.4,High pressure growth areas,limited housing supply,1159.0,0.149,6.0,1.6,687
Cork,2023Q4,2023,4,Watchlist,45.0,High pressure growth areas,limited housing supply,1225.0,0.136,6.9,1.6,757
Cork,2024Q1,2024,1,Stable,43.2,High pressure growth areas,limited housing supply,1262.0,0.131,8.0,1.9,533
Cork,2024Q2,2024,2,Stable,43.5,High pressure growth areas,limited housing supply,1241.0,0.13,8.4,1.9,554
Cork,2024Q3,2024,3,Stable,43.4,High pressure growth areas,limited housing supply,1344.0,0.129,9.4,1.9,725
Cork,2024Q4,2024,4,Stable,42.8,High pressure growth areas,limited housing supply,1301.0,0.119,8.8,1.9,645
Cork,2025Q1,2025,1,Stable,41.4,High pressure growth areas,limited housing supply,1282.0,0.131,10.1,1.4,547
Cork,2025Q2,2025,2,Stable,41.1,High pressure growth areas,limited housing supply,1456.0,0.125,9.1,1.4,751
Cork,2025Q3,2025,3,Stable,41.8,High pressure growth areas,limited housing supply,1448.0,0.122,8.7,1.4,749
Donegal,2018Q1,2018,1,Lower pressure,18.3,Stressed low-supply markets,limited housing supply,920.0,0.191,6.7,1.5,568
Donegal,2018Q2,2018,2,Lower pressure,18.1,Stressed low-supply markets,limited housing supply,937.0,0.18,5.8,1.5,568
Donegal,2018Q3,2018,3,Lower pressure,18.4,Stressed low-supply markets,limited housing supply,876.0,0.187,5.6,1.5,568
Donegal,2018Q4,2018,4,Lower pressure,18.2,Stressed low-supply markets,limited housing supply,856.0,0.178,4.1,1.5,568
Donegal,2019Q1,2019,1,Lower pressure,18.8,Stressed low-supply markets,limited housing supply,929.0,0.189,3.1,1.2,568
Donegal,2019Q2,2019,2,Lower pressure,19.0,Stressed low-supply markets,limited housing supply,880.0,0.193,3.4,1.2,568
Donegal,2019Q3,2019,3,Lower pressure,18.8,Stressed low-supply markets,limited housing supply,857.0,0.192,3.1,1.2,568
Donegal,2019Q4,2019,4,Lower pressure,19.3,Stressed low-supply markets,limited housing supply,771.0,0.201,4.2,1.2,568
Donegal,2020Q1,2020,1,Lower pressure,19.8,Stressed low-supply markets,limited housing supply,843.0,0.213,4.2,0.5,568
Donegal,2020Q2,2020,2,Lower pressure,20.2,Stressed low-supply markets,limited housing supply,798.0,0.217,4.2,0.5,568
Donegal,2020Q3,2020,3,Lower pressure,20.1,Stressed low-supply markets,limited housing supply,777.0,0.216,3.2,0.5,568
Donegal,2020Q4,2020,4,Lower pressure,19.8,Stressed low-supply markets,limited housing supply,808.0,0.193,2.8,0.5,568
Donegal,2021Q1,2021,1,Lower pressure,19.3,Stressed low-supply markets,limited housing supply,693.0,0.177,3.4,1.2,225
Donegal,2021Q2,2021,2,Lower pressure,18.9,Stressed low-supply markets,limited housing supply,753.0,0.165,3.3,1.2,259
Donegal,2021Q3,2021,3,Lower pressure,19.1,Stressed low-supply markets,limited housing supply,765.0,0.153,5.0,1.2,243
Donegal,2021Q4,2021,4,Lower pressure,19.0,Stressed low-supply markets,limited housing supply,868.0,0.14,6.0,1.2,328
Donegal,2022Q1,2022,1,Lower pressure,21.6,Stressed low-supply markets,arrears risk,924.0,0.15,8.7,1.2,322
Donegal,2022Q2,2022,2,Lower pressure,22.0,Stressed low-supply markets,arrears risk,874.0,0.168,11.7,1.2,396
Donegal,2022Q3,2022,3,Lower pressure,21.7,Stressed low-supply markets,limited housing supply,818.0,0.172,12.4,1.2,386
Donegal,2022Q4,2022,4,Lower pressure,21.9,Stressed low-supply markets,arrears risk,775.0,0.178,13.4,1.2,430
Donegal,2023Q1,2023,1,Lower pressure,18.3,Stressed low-supply markets,rent growth,894.0,0.164,12.8,2.9,385
Donegal,2023Q2,2023,2,Lower pressure,18.6,Stressed low-supply markets,limited housing supply,819.0,0.172,12.9,2.9,377
Donegal,2023Q3,2023,3,Lower pressure,20.0,Stressed low-supply markets,rent growth,788.0,0.184,15.2,2.9,437
Donegal,2023Q4,2023,4,Lower pressure,20.4,Stressed low-supply markets,rent growth,844.0,0.166,15.7,2.9,482
Donegal,2024Q1,2024,1,Lower pressure,20.8,Stressed low-supply markets,rent growth,819.0,0.173,16.4,1.9,339
Donegal,2024Q2,2024,2,Lower pressure,20.4,Stressed low-supply markets,limited housing supply,832.0,0.166,15.7,1.9,352
Donegal,2024Q3,2024,3,Lower pressure,18.2,Stressed low-supply markets,limited housing supply,1022.0,0.144,12.7,1.9,461
Donegal,2024Q4,2024,4,Lower pressure,17.4,Stressed low-supply markets,limited housing supply,1008.0,0.13,11.5,1.9,411
Donegal,2025Q1,2025,1,Lower pressure,18.5,Stressed low-supply markets,limited housing supply,972.0,0.148,11.9,0.6,348
Donegal,2025Q2,2025,2,Lower pressure,18.1,Stressed low-supply markets,limited housing supply,1121.0,0.139,10.3,0.6,478
Donegal,2025Q3,2025,3,Lower pressure,19.2,Stressed low-supply markets,limited housing supply,1112.0,0.136,10.1,0.6,477
Dublin,2018Q1,2018,1,High pressure,67.3,Expanding high-demand markets,rent level,1169.0,0.203,9.0,1.6,1241
Dublin,2018Q2,2018,2,High pressure,67.7,Expanding high-demand markets,rent level,1175.0,0.195,8.5,1.6,1241
Dublin,2018Q3,2018,3,High pressure,68.3,Expanding high-demand markets,rent level,1104.0,0.202,8.2,1.6,1241
Dublin,2018Q4,2018,4,High pressure,68.8,Expanding high-demand markets,rent level,1054.0,0.197,7.5,1.6,1241
Dublin,2019Q1,2019,1,High pressure,67.0,Expanding high-demand markets,rent level,1180.0,0.2,6.5,1.9,1241
Dublin,2019Q2,2019,2,High pressure,67.1,Expanding high-demand markets,rent level,1143.0,0.199,6.1,1.9,1241
Dublin,2019Q3,2019,3,High pressure,66.3,Expanding high-demand markets,rent level,1147.0,0.192,4.9,1.9,1241
Dublin,2019Q4,2019,4,High pressure,66.2,Expanding high-demand markets,rent level,1097.0,0.188,4.1,1.9,1241
Dublin,2020Q1,2020,1,High pressure,67.2,Expanding high-demand markets,rent level,1230.0,0.192,4.0,1.7,1241
Dublin,2020Q2,2020,2,High pressure,67.0,Expanding high-demand markets,rent level,1210.0,0.188,2.8,1.7,1241
Dublin,2020Q3,2020,3,High pressure,67.1,Expanding high-demand markets,rent level,1162.0,0.19,2.2,1.7,1241
Dublin,2020Q4,2020,4,High pressure,66.5,Expanding high-demand markets,rent level,1219.0,0.168,1.6,1.7,1241
Dublin,2021Q1,2021,1,High pressure,67.6,Expanding high-demand markets,rent level,996.0,0.166,0.8,0.9,492
Dublin,2021Q2,2021,2,High pressure,67.4,Expanding high-demand markets,rent level,1067.0,0.157,1.2,0.9,567
Dublin,2021Q3,2021,3,High pressure,67.1,Expanding high-demand markets,rent level,1129.0,0.139,1.6,0.9,530
Dublin,2021Q4,2021,4,High pressure,67.6,Expanding high-demand markets,rent level,1297.0,0.126,2.2,0.9,717
Dublin,2022Q1,2022,1,High pressure,66.8,Expanding high-demand markets,rent level,1563.0,0.115,3.8,2.4,703
Dublin,2022Q2,2022,2,High pressure,66.9,Expanding high-demand markets,rent level,1563.0,0.121,5.0,2.4,865
Dublin,2022Q3,2022,3,High pressure,66.7,Expanding high-demand markets,rent level,1485.0,0.123,5.2,2.4,843
Dublin,2022Q4,2022,4,High pressure,66.8,Expanding high-demand markets,rent level,1405.0,0.127,6.3,2.4,940
Dublin,2023Q1,2023,1,Watchlist,62.9,Expanding high-demand markets,rent level,1457.0,0.135,5.7,2.3,842
Dublin,2023Q2,2023,2,Watchlist,62.5,Expanding high-demand markets,rent level,1337.0,0.141,5.7,2.3,823
Dublin,2023Q3,2023,3,Watchlist,62.4,Expanding high-demand markets,rent level,1383.0,0.14,5.7,2.3,956
Dublin,2023Q4,2023,4,Watchlist,62.4,Expanding high-demand markets,rent level,1517.0,0.122,5.4,2.3,1053
Dublin,2024Q1,2024,1,Watchlist,62.5,Expanding high-demand markets,rent level,1550.0,0.119,6.2,2.2,742
Dublin,2024Q2,2024,2,Watchlist,62.7,Expanding high-demand markets,rent level,1553.0,0.116,5.9,2.2,770
Dublin,2024Q3,2024,3,Watchlist,62.5,Expanding high-demand markets,rent level,1740.0,0.112,5.9,2.2,1008
Dublin,2024Q4,2024,4,Watchlist,62.0,Expanding high-demand markets,rent level,1667.0,0.103,5.6,2.2,897
Dublin,2025Q1,2025,1,Watchlist,58.1,Expanding high-demand markets,rent level,1759.0,0.105,5.5,2.2,760
Dublin,2025Q2,2025,2,Watchlist,57.7,Expanding high-demand markets,rent level,1982.0,0.101,4.7,2.2,1044
Dublin,2025Q3,2025,3,Watchlist,58.3,Expanding high-demand markets,rent level,1954.0,0.1,4.6,2.2,1042
Galway,2018Q1,2018,1,Stable,38.0,High pressure growth areas,limited housing supply,979.0,0.205,8.1,1.2,783
Galway,2018Q2,2018,2,Stable,38.2,High pressure growth areas,limited housing supply,982.0,0.196,7.7,1.2,783
Galway,2018Q3,2018,3,Stable,38.5,High pressure growth areas,limited housing supply,930.0,0.202,7.1,1.2,783
Galway,2018Q4,2018,4,Stable,38.7,High pressure growth areas,limited housing supply,889.0,0.197,6.3,1.2,783
Galway,2019Q1,2019,1,Stable,38.5,High pressure growth areas,limited housing supply,946.0,0.212,6.8,1.3,783
Galway,2019Q2,2019,2,Stable,39.0,High pressure growth areas,limited housing supply,888.0,0.219,7.4,1.3,783
Galway,2019Q3,2019,3,Stable,38.8,High pressure growth areas,limited housing supply,863.0,0.218,7.2,1.3,783
Galway,2019Q4,2019,4,Stable,38.6,High pressure growth areas,limited housing supply,823.0,0.214,6.4,1.3,783
Galway,2020Q1,2020,1,Stable,36.4,High pressure growth areas,limited housing supply,971.0,0.205,5.7,1.6,783
Galway,2020Q2,2020,2,Stable,36.2,High pressure growth areas,limited housing supply,958.0,0.2,4.4,1.6,783
Galway,2020Q3,2020,3,Stable,36.2,High pressure growth areas,rent growth,930.0,0.2,3.4,1.6,783
Galway,2020Q4,2020,4,Stable,35.9,High pressure growth areas,rent growth,962.0,0.179,3.2,1.6,783
Galway,2021Q1,2021,1,Stable,39.4,High pressure growth areas,limited housing supply,754.0,0.186,3.6,0.6,311
Galway,2021Q2,2021,2,Stable,39.5,High pressure growth areas,limited housing supply,792.0,0.18,4.6,0.6,358
Galway,2021Q3,2021,3,Stable,39.3,High pressure growth areas,limited housing supply,827.0,0.162,5.4,0.6,335
Galway,2021Q4,2021,4,Stable,39.3,High pressure growth areas,limited housing supply,959.0,0.145,5.7,0.6,453
Galway,2022Q1,2022,1,Stable,36.0,High pressure growth areas,population growth,1227.0,0.124,5.8,2.3,444
Galway,2022Q2,2022,2,Stable,35.1,High pressure growth areas,population growth,1281.0,0.124,5.6,2.3,546
Galway,2022Q3,2022,3,Stable,35.1,High pressure growth areas,population growth,1182.0,0.13,6.8,2.3,532
Galway,2022Q4,2022,4,Stable,35.0,High pressure growth areas,population growth,1140.0,0.131,7.2,2.3,593
Galway,2023Q1,2023,1,Stable,33.1,High pressure growth areas,population growth,1215.0,0.134,6.9,2.8,532
Galway,2023Q2,2023,2,Stable,33.8,High pressure growth areas,population growth,1065.0,0.147,8.4,2.8,520
Galway,2023Q3,2023,3,Stable,33.8,High pressure growth areas,population growth,1127.0,0.143,7.6,2.8,603
Galway,2023Q4,2023,4,Stable,34.3,High pressure growth areas,population growth,1205.0,0.129,8.2,2.8,665
Galway,2024Q1,2024,1,Stable,37.9,High pressure growth areas,limited housing supply,1073.0,0.149,10.9,1.5,468
Galway,2024Q2,2024,2,Stable,37.9,High pressure growth areas,limited housing supply,1072.0,0.145,10.7,1.5,486
Galway,2024Q3,2024,3,Stable,37.3,High pressure growth areas,limited housing supply,1191.0,0.141,10.9,1.5,636
Galway,2024Q4,2024,4,Stable,37.0,High pressure growth areas,limited housing supply,1128.0,0.132,11.0,1.5,566
Galway,2025Q1,2025,1,Stable,31.6,High pressure growth areas,population growth,1245.0,0.127,10.7,2.1,480
Galway,2025Q2,2025,2,Stable,31.5,High pressure growth areas,population growth,1394.0,0.123,10.1,2.1,659
Galway,2025Q3,2025,3,Stable,32.1,High pressure growth areas,population growth,1413.0,0.117,9.2,2.1,658
Kerry,2018Q1,2018,1,Lower pressure,25.0,High pressure growth areas,limited housing supply,903.0,0.204,8.7,1.5,634
Kerry,2018Q2,2018,2,Stable,25.1,High pressure growth areas,limited housing supply,901.0,0.196,8.5,1.5,634
Kerry,2018Q3,2018,3,Stable,25.2,High pressure growth areas,limited housing supply,859.0,0.2,7.7,1.5,634
Kerry,2018Q4,2018,4,Stable,25.3,High pressure growth areas,limited housing supply,824.0,0.195,6.8,1.5,634
Kerry,2019Q1,2019,1,Stable,25.8,High pressure growth areas,limited housing supply,894.0,0.207,5.8,1.2,634
Kerry,2019Q2,2019,2,Stable,25.7,High pressure growth areas,limited housing supply,873.0,0.204,5.1,1.2,634
Kerry,2019Q3,2019,3,Stable,25.9,High pressure growth areas,limited housing supply,824.0,0.21,5.9,1.2,634
Kerry,2019Q4,2019,4,Stable,26.3,High pressure growth areas,limited housing supply,753.0,0.216,6.5,1.2,634
Kerry,2020Q1,2020,1,Lower pressure,22.4,High pressure growth areas,population growth,895.0,0.204,6.6,2.1,634
Kerry,2020Q2,2020,2,Lower pressure,22.4,High pressure growth areas,population growth,874.0,0.201,5.6,2.1,634
Kerry,2020Q3,2020,3,Lower pressure,22.2,High pressure growth areas,population growth,857.0,0.199,4.3,2.1,634
Kerry,2020Q4,2020,4,Lower pressure,21.9,High pressure growth areas,population growth,889.0,0.178,4.0,2.1,634
Kerry,2021Q1,2021,1,Stable,26.5,High pressure growth areas,limited housing supply,712.0,0.181,3.0,0.7,251
Kerry,2021Q2,2021,2,Stable,26.5,High pressure growth areas,limited housing supply,754.0,0.174,3.7,0.7,290
Kerry,2021Q3,2021,3,Stable,26.3,High pressure growth areas,limited housing supply,791.0,0.155,4.4,0.7,271
Kerry,2021Q4,2021,4,Stable,26.3,High pressure growth areas,limited housing supply,899.0,0.142,5.3,0.7,366
Kerry,2022Q1,2022,1,Lower pressure,22.6,High pressure growth areas,population growth,1117.0,0.125,6.8,2.7,359
Kerry,2022Q2,2022,2,Lower pressure,22.2,High pressure growth areas,population growth,1117.0,0.131,7.9,2.7,442
